Id	primary_heb_full	variant	PlaceId	SourceId
47798	לה בלן מני (צרפת)	Blanc-Mesnil	18763	4
47799	לה בלן מני (צרפת)	Le Blanc-Mesnil	18763	4
47800	לה בלן מני (צרפת)	לה בלן מני	18763	4
47801	לה בנדה (ארגנטינה)	La Banda	17545	4
47802	לה בנדה (ארגנטינה)	לא באנדא	17545	4
47803	לה בנדה (ארגנטינה)	לה בנדה	17545	4
47804	לה בסטיד דה ג'ורדן (צרפת)	La Bastide des Jourdans	22195	4
47805	לה בסטיד דה ג'ורדן (צרפת)	לה בסטיד דה ג'ורדן	22195	4
47806	לה ברס (צרפת)	Bresse	14047	4
47807	לה ברס (צרפת)	La Bresse	14047	4
47808	לה ברס (צרפת)	ברישא	14047	4
47809	לה ברס (צרפת)	לה ברס	14047	4
47810	לה גואירה (מחוז פדרלי, ונצואלה)	Guaira	12792	4
47811	לה גואירה (מחוז פדרלי, ונצואלה)	La Guaira	12792	4
47812	לה גואירה (מחוז פדרלי, ונצואלה)	La Guayra	12792	4
47813	לה גואירה (מחוז פדרלי, ונצואלה)	לה גואירה	12792	4
47814	לה גולט (תוניסיה)	El Aouina	15648	4
47815	לה גולט (תוניסיה)	Goletta	15648	4
47816	לה גולט (תוניסיה)	Goulette	15648	4
47817	לה גולט (תוניסיה)	Ḥalk al-Wādī	15648	4
47818	לה גולט (תוניסיה)	Halk el Oued	15648	4
47819	לה גולט (תוניסיה)	Halq el Oued	15648	4
47820	לה גולט (תוניסיה)	La Gouletta	15648	4
47821	לה גולט (תוניסיה)	La Goulette	15648	4
47822	לה גולט (תוניסיה)	גוליטא	15648	4
47823	לה גולט (תוניסיה)	לה גולט	15648	4
47824	לה גלוריה (קמגוויי, קובה)	Gloria	17372	4
47825	לה גלוריה (קמגוויי, קובה)	La Gloria	17372	4
47826	לה גלוריה (קמגוויי, קובה)	La Gloria City	17372	4
47827	לה גלוריה (קמגוויי, קובה)	לה גלוריה	17372	4
47828	לה גרנד (אורגון)	Grande	10194	4
47829	לה גרנד (אורגון)	La Grande	10194	4
47830	לה גרנד (אורגון)	לה גרנד	10194	4
47831	לה גרנד-לוס (צרפת)	Grand-Lucé	18353	4
47832	לה גרנד-לוס (צרפת)	Le Grand-Lucé	18353	4
47833	לה גרנד-לוס (צרפת)	Lucé	18353	4
47834	לה גרנד-לוס (צרפת)	לה גרנד-לוס	18353	4
47835	לה דורא (צרפת)	Le Dorat	20175	4
47836	לה דורא (צרפת)	לה דורא	20175	4
47837	לה הברה הייטס (קליפורניה)	La Habra Heights	16067	4
47838	לה הברה הייטס (קליפורניה)	לה הברה היטס	16067	4
47839	לה הברה הייטס (קליפורניה)	לה הברה הייטס	16067	4
47840	לה הויה (סן דייגו, קליפורניה)	Jolla	14728	4
47841	לה הויה (סן דייגו, קליפורניה)	La Jolla	14728	4
47843	לה הויה (סן דייגו, קליפורניה)	לה הויה	14728	4
47844	לה הוש (סבואה עילית, צרפת)	Houches	8217	4
47845	לה הוש (סבואה עילית, צרפת)	Les Houches	8217	4
47846	לה הוש (סבואה עילית, צרפת)	לה הוש	8217	4
47847	לה ואלט-דו-ואר (צרפת)	La Valette	13996	4
47848	לה ואלט-דו-ואר (צרפת)	Lavalette-du-Var	13996	4
47849	לה ואלט-דו-ואר (צרפת)	La Valette-du-Var	13996	4
47850	לה ואלט-דו-ואר (צרפת)	Valette-du-Var	13996	4
47851	לה ואלט-דו-ואר (צרפת)	לה ואלט-דו-ואר	13996	4
47852	לה וזינה (צרפת)	Le Vésinet	13600	4
47853	לה וזינה (צרפת)	Vésinet	13600	4
47854	לה וזינה (צרפת)	לה וזינה	13600	4
47855	להוטסה (סין ונפאל)	E1	2557	4
47856	להוטסה (סין ונפאל)	Lhotse	2557	4
47857	להוטסה (סין ונפאל)	Lhotse II	2557	4
47858	להוטסה (סין ונפאל)	Lhotse Shar	2557	4
47859	להוטסה (סין ונפאל)	Lo-tzu-sha Feng	2557	4
47860	להוטסה (סין ונפאל)	להוטסה	2557	4
47861	לה וילט (פריז, צרפת)	La Villette	15235	4
47862	לה וילט (פריז, צרפת)	Villette	15235	4
47863	לה וילט (פריז, צרפת)	לה וילט	15235	4
47864	לה ויקטוריה (צ'ילה)	La Victoria	14323	4
47865	לה ויקטוריה (צ'ילה)	לה ויקטוריה	14323	4
47866	לה ולנסיאנה (מקסיקו)	La Valenciana	17051	4
47867	לה ולנסיאנה (מקסיקו)	Valenciana	17051	4
47868	לה ולנסיאנה (מקסיקו)	לה ולנסיאנה	17051	4
47869	להור (פקיסטן)	Lāhaur	7827	4
47870	להור (פקיסטן)	Lāhaur Myūnsipal Kārporeshan	7827	4
47871	להור (פקיסטן)	Lahor	7827	4
47872	להור (פקיסטן)	Lahore	7827	4
47873	להור (פקיסטן)	Lahore Municipal Corporation	7827	4
47874	להור (פקיסטן)	להור	7827	4
47875	לה ורן (צרפת)	La Varenne	26552	4
47876	לה ורן (צרפת)	לה ורן	26552	4
47877	לה טוק-פרי-פלז' (צרפת)	Le Touquet	18458	4
47878	לה טוק-פרי-פלז' (צרפת)	Le Touquet-Paris-Plage	18458	4
47879	לה טוק-פרי-פלז' (צרפת)	Le Tourquet	18458	4
47880	לה טוק-פרי-פלז' (צרפת)	Le Tourquet-Paris-Plage	18458	4
47881	לה טוק-פרי-פלז' (צרפת)	לה טוק-פרי-פלז'	18458	4
47882	לה טורבי (צרפת)	La Turbie	16009	4
47883	לה טורבי (צרפת)	Turbie	16009	4
47884	לה טורבי (צרפת)	לה טורבי	16009	4
47885	לה טרואז-אוושה (צרפת)	Les Trois-Evêchés	14869	4
47886	לה טרואז-אוושה (צרפת)	Trois-Evêchés	14869	4
47887	לה טרואז-אוושה (צרפת)	לה טרואז-אוושה	14869	4
47888	לה טרמבלייד (צרפת)	La Tremblade	20459	4
47889	לה טרמבלייד (צרפת)	Tremblade	20459	4
47890	לה טרמבלייד (צרפת)	לה טרמבלייד	20459	4
47891	להיג'אן (גילאן, איראן)	Lāhījān	20892	4
47892	להיג'אן (גילאן, איראן)	Lāhijūn	20892	4
47893	להיג'אן (גילאן, איראן)	להיג'אן	20892	4
47894	לה יוניון (פיליפינים)	La Union	15921	4
47895	לה יוניון (פיליפינים)	Union	15921	4
47896	לה יוניון (פיליפינים)	לה יוניון	15921	4
47897	לה לאבאנדו (צרפת)	Lavandou	12014	4
47898	לה לאבאנדו (צרפת)	Le Lavandou	12014	4
47899	לה לאבאנדו (צרפת)	לה לאבאנדו	12014	4
47900	לה מאן (צרפת)	Le Mans	10671	4
47901	לה מאן (צרפת)	Mans	10671	4
47902	לה מאן (צרפת)	לה מאן	10671	4
47903	לה מדלן (נורד, צרפת : מחוז)	La Madeleine	27135	4
47904	לה מדלן (נורד, צרפת : מחוז)	La Madeleine-les-Lille	27135	4
47905	לה מדלן (נורד, צרפת : מחוז)	Madeleine	27135	4
47906	לה מדלן (נורד, צרפת : מחוז)	לה מדלן	27135	4
47907	לה מולינה (פרו)	La Molina	13955	4
47908	לה מולינה (פרו)	Molina	13955	4
47909	לה מולינה (פרו)	לה מולינה	13955	4
47910	לה מון-סן-מישל (צרפת)	Le Mont-Saint-Michel	10463	4
47911	לה מון-סן-מישל (צרפת)	Mont-Saint-Michel	10463	4
47912	לה מון-סן-מישל (צרפת)	לה מון-סן-מישל	10463	4
47913	לה מוראו (צרפת)	Les Mureaux	20104	4
47914	לה מוראו (צרפת)	Mureaux	20104	4
47915	לה מוראו (צרפת)	לה מוראו	20104	4
47916	לה מיל (צרפת)	Les Mille	13893	4
47917	לה מיל (צרפת)	Les Milles	13893	4
47918	לה מיל (צרפת)	Mille	13893	4
47919	לה מיל (צרפת)	Milles	13893	4
47920	לה מיל (צרפת)	לה מיל	13893	4
47921	לה מינרב (קוויבק)	La Minerve	26516	4
47922	לה מינרב (קוויבק)	לה מינרב	26516	4
47923	לה מיראי (טולוז, צרפת)	Le Mirail	8133	4
47924	לה מיראי (טולוז, צרפת)	Toulouse. Le Mirail	8133	4
47925	לה מיראי (טולוז, צרפת)	לה מיראי	8133	4
47926	לה מירדה (קליפורניה)	La Mirada	14052	4
47927	לה מירדה (קליפורניה)	Mirada	14052	4
47928	לה מירדה (קליפורניה)	לה מירדה	14052	4
47929	לה מלבה (קוויבק)	La Malbaie	16581	4
47930	לה מלבה (קוויבק)	Malbaie	16581	4
47931	לה מלבה (קוויבק)	לה מלבה	16581	4
47932	לה מנצ'ה (ספרד)	La Mancha	2565	4
47933	לה מנצ'ה (ספרד)	Mancha	2565	4
47934	לה מנצ'ה (ספרד)	לה מנצ'ה	2565	4
47935	לה מסה (קליפורניה)	Lamesa	11291	4
47936	לה מסה (קליפורניה)	La Mesa	11291	4
47937	לה מסה (קליפורניה)	Mesa	11291	4
47938	לה מסה (קליפורניה)	לה מסה	11291	4
47939	לה סאבל ד'אולון, (צרפת)	Les Sables-d'Olonne	9942	4
47940	לה סאבל ד'אולון, (צרפת)	Sables-d'Olonne	9942	4
47941	להסה (סין : מחוז)	Lhasa	16468	4
47942	להסה (סין : מחוז)	Lhasa District	16468	4
47943	להסה (סין : מחוז)	להסה	16468	4
47944	להסה (סין)	Hlassa	11825	4
47945	להסה (סין)	Hsi-tsang tzu chih chʻü La-sa shih	11825	4
47946	להסה (סין)	Lasa	11825	4
47947	להסה (סין)	La-sa	11825	4
47948	להסה (סין)	La-sa shih	11825	4
47949	להסה (סין)	Lassa	11825	4
47950	להסה (סין)	Lhasa	11825	4
47951	להסה (סין)	Lhasa Shi	11825	4
47952	להסה (סין)	Lhassa	11825	4
47953	להסה (סין)	להסה	11825	4
47954	לה סוב-מז'ר (צרפת)	La Sauve	13768	4
47955	לה סוב-מז'ר (צרפת)	La Sauve-Majeure	13768	4
47956	לה סוב-מז'ר (צרפת)	Sauve	13768	4
47957	לה סוב-מז'ר (צרפת)	Sauve-Majeure	13768	4
47958	לה סוב-מז'ר (צרפת)	לה סוב-מז'ר	13768	4
47959	לה סיאנגה (סנטו דומינגו, רפובליקה דומיניקנית)	Ciénaga	20570	4
47960	לה סיאנגה (סנטו דומינגו, רפובליקה דומיניקנית)	La Ciénaga	20570	4
47962	לה סיאנגה (סנטו דומינגו, רפובליקה דומיניקנית)	לה סיאנגה	20570	4
47963	לה סייבה (אטלנטידה, הונדורס)	Ceiba	13438	4
47964	לה סייבה (אטלנטידה, הונדורס)	La Ceiba	13438	4
47965	לה סייבה (אטלנטידה, הונדורס)	לה סייבה	13438	4
47966	לה סיין סור מר (צרפת)	La Seyne	9303	4
47967	לה סיין סור מר (צרפת)	La Seyne-sur-Mer	9303	4
47968	לה סיין סור מר (צרפת)	Seyne	9303	4
47969	לה סיין סור מר (צרפת)	Seyne-sur-Mer	9303	4
47970	לה סיין סור מר (צרפת)	לה סיין סור מר	9303	4
47971	לה סלבה (אבירון, צרפת)	La Selve	17608	4
47972	לה סלבה (אבירון, צרפת)	לה סלבה	17608	4
47973	לה סל-סנט-קלו (צרפת)	Celle-Saint-Cloud	15949	4
47974	לה סל-סנט-קלו (צרפת)	La Celle	15949	4
47975	לה סל-סנט-קלו (צרפת)	La Celle-Saint-Cloud	15949	4
47976	לה סל-סנט-קלו (צרפת)	לה סל-סנט-קלו	15949	4
47977	לה ספציה (איטליה)	La Spezia	14636	4
47978	לה ספציה (איטליה)	Spezia	14636	4
47979	לה ספציה (איטליה)	לה ספציה	14636	4
47980	לה סרז (שווייץ)	La Sarraz	15570	4
47981	לה סרז (שווייץ)	Sarraz	15570	4
47982	לה סרז (שווייץ)	לה סרז	15570	4
47983	לה סרנה (צ'ילה)	La Serena	6893	4
47984	לה סרנה (צ'ילה)	Serena	6893	4
47985	לה סרנה (צ'ילה)	לה סרנה	6893	4
47986	לה פאס (באחה קליפורניה סור, מקסיקו)	La Paz	9189	4
47987	לה פאס (באחה קליפורניה סור, מקסיקו)	Paz	9189	4
47988	לה פאס (באחה קליפורניה סור, מקסיקו)	לה פאס	9189	4
47989	לה פאס (בוליביה : מחוז)	La Paz	10703	4
47990	לה פאס (בוליביה : מחוז)	Paz	10703	4
47991	לה פאס (בוליביה : מחוז)	לה פאס	10703	4
47992	לה פאס (בוליביה)	Choke Yapu Marka	7954	4
47993	לה פאס (בוליביה)	Choqueyapu	7954	4
47994	לה פאס (בוליביה)	Chuquiabo	7954	4
47995	לה פאס (בוליביה)	Chuquiago	7954	4
47996	לה פאס (בוליביה)	La Paz	7954	4
47997	לה פאס (בוליביה)	La Paz de Ayacucho	7954	4
47998	לה פאס (בוליביה)	Nuestra Senora de la Paz	7954	4
47999	לה פאס (בוליביה)	Paz	7954	4
48000	לה פאס (בוליביה)	לא פאס	7954	2
48001	לה פאס (בוליביה)	לה פאס	7954	2
48002	לה פאס (בוליביה)	לה פז	7954	4
48003	לה פוי (לואר עילי, צרפת)	Le Puy	11324	4
48004	לה פוי (לואר עילי, צרפת)	Le Puy-en-Velay	11324	4
48005	לה פוי (לואר עילי, צרפת)	Puy-en-Velay	11324	4
48006	לה פוי (לואר עילי, צרפת)	לה פוי	11324	4
48007	לה פויון סו בוה (צרפת)	Les Pavillons-sous-Bois	26518	4
48008	לה פויון סו בוה (צרפת)	Pavillons-sous-Bois	26518	4
48009	לה פויון סו בוה (צרפת)	לה פויון סו בוה	26518	4
48010	לה פון דה מונטבר (צרפת)	Le Pont-de-Montvert	22503	4
48011	לה פון דה מונטבר (צרפת)	Pont-de-Montvert	22503	4
48012	לה פון דה מונטבר (צרפת)	לה פון דה מונטבר	22503	4
48013	לה פונטה (וקלוז, צרפת)	Le Pontet	10526	4
48014	לה פונטה (וקלוז, צרפת)	לה פונטה	10526	4
48015	לה-פורג (צרפת)	Les Fourgs	22511	4
48016	לה-פורג (צרפת)	לה-פורג	22511	4
48017	לה פטי-קורון (צרפת)	Le Petit-Couronne	17634	4
48018	לה פטי-קורון (צרפת)	Petit-Couronne	17634	4
48019	לה פטי-קורון (צרפת)	לה פטי-קורון	17634	4
48020	לה פיסניטה (ארגנטינה)	La Paisanita	25309	4
48021	לה פיסניטה (ארגנטינה)	לה פיסניטה	25309	4
48022	לה פלטה (ארגנטינה)	Ciudad Eva Perón	8263	4
48023	לה פלטה (ארגנטינה)	La Plata	8263	4
48024	לה פלטה (ארגנטינה)	Plata	8263	4
48025	לה פלטה (ארגנטינה)	לה פלטה	8263	4
48026	לה פלמה (קליפורניה)	La Palma	20971	4
48027	לה פלמה (קליפורניה)	Palma	20971	4
48028	לה פלמה (קליפורניה)	לה פלמה	20971	4
48029	לה פלסי רובינסון (צרפת)	Le Plessis-Robinson	15506	4
48030	לה פלסי רובינסון (צרפת)	Plessis-Robinson	15506	4
48031	לה פלסי רובינסון (צרפת)	לה פלסי רובינסון	15506	4
48032	לה פמפה (ארגנטינה : פרובינציה)	La Pampa	14376	4
48033	לה פמפה (ארגנטינה : פרובינציה)	Pampa	14376	4
48034	לה פמפה (ארגנטינה : פרובינציה)	לה פמפה	14376	4
48035	לה פק (צרפת)	Le Pecq	12837	4
48036	לה פק (צרפת)	Pecq	12837	4
48037	לה פק (צרפת)	לה פק	12837	4
48038	לה פרה-סן-ז'רבה (צרפת)	Le Pré-Saint-Gervais	19826	4
48039	לה פרה-סן-ז'רבה (צרפת)	Pré-Saint-Gervais	19826	4
48040	לה פרה-סן-ז'רבה (צרפת)	לה פרה-סן-ז'רבה	19826	4
48041	לה פרט (איזר, צרפת)	Frette	17385	4
48042	לה פרט (איזר, צרפת)	La Frette	17385	4
48043	לה פרט (איזר, צרפת)	לה פרט	17385	4
48044	לה פרטה-סו-ז'ואר (צרפת)	La Ferté-sous-Jouarre	27076	4
48045	לה פרטה-סו-ז'ואר (צרפת)	לה פרטה-סו-ז'ואר	27076	4
48046	לה צ'סניי (יולינס, צרפת)	Chesnay	14407	4
48047	לה צ'סניי (יולינס, צרפת)	Le Chesnay	14407	4
48048	לה צ'סניי (יולינס, צרפת)	לה צ'סניי	14407	4
48049	לה קואבה דה לה סרסה (ספרד)	La Cueva de la Sarsa	22549	4
48050	לה קואבה דה לה סרסה (ספרד)	לה קואבה דה לה סרסה	22549	4
48051	לה קוטאו (צרפת)	Coteau	10813	4
48052	לה קוטאו (צרפת)	Le Coteau	10813	4
48053	לה קוטאו (צרפת)	לה קוטאו	10813	4
48054	לה קוט דה בופר (קוויבק)	Côte-de-Beaupré	21682	4
48055	לה קוט דה בופר (קוויבק)	La Côte-de-Beaupré	21682	4
48056	לה קוט דה בופר (קוויבק)	MRC La Côte-de-Beaupré	21682	4
48057	לה קוט דה בופר (קוויבק)	לה קוט דה בופר	21682	4
48058	לה קונבנציון (פרו)	Convención	12317	4
48059	לה קונבנציון (פרו)	La Convención	12317	4
48060	לה קונבנציון (פרו)	לה קונבנציון	12317	4
48066	לה קורונה (ספרד)	A Coruña	8054	4
48067	לה קורונה (ספרד)	A Cruña	8054	4
48068	לה קורונה (ספרד)	Coruña	8054	4
48069	לה קורונה (ספרד)	Corunna	8054	4
48070	לה קורונה (ספרד)	La Coruña	8054	4
48071	לה קורונה (ספרד)	א קורוניה	8054	4
48072	לה קורונה (ספרד)	לה קורונה	8054	4
48073	לה קורוניה (ספרד : פרובינציה)	A Coruña	8055	4
48074	לה קורוניה (ספרד : פרובינציה)	A Cruña	8055	4
48075	לה קורוניה (ספרד : פרובינציה)	Corunna	8055	4
48076	לה קורוניה (ספרד : פרובינציה)	La Coruña	8055	4
48077	לה קורוניה (ספרד : פרובינציה)	לה קורוניה	8055	4
48078	לה קורנב (צרפת)	Courneuve	10607	4
48079	לה קורנב (צרפת)	La Courneuve	10607	4
48080	לה קורנב (צרפת)	לה קורנב	10607	4
48081	לה קנואה (חליסקו, מקסיקו)	Canoa	20867	4
48082	לה קנואה (חליסקו, מקסיקו)	La Canoa	20867	4
48083	לה קנואה (חליסקו, מקסיקו)	לה קנואה	20867	4
48084	לה קנט (צרפת)	Cannet	16731	4
48085	לה קנט (צרפת)	Le Cannet	16731	4
48086	לה קנט (צרפת)	לה קנט	16731	4
48087	לה קראוסוט (צרפת)	Creusot	12846	4
48088	לה קראוסוט (צרפת)	Le Creusot	12846	4
48089	לה קראוסוט (צרפת)	Le Creuzot	12846	4
48090	לה קראוסוט (צרפת)	לה קראוסוט	12846	4
48091	לה קרוטוי (צרפת)	Crotoy	19390	4
48092	לה קרוטוי (צרפת)	Le Crotoy	19390	4
48093	לה קרוטוי (צרפת)	לה קרוטוי	19390	4
48094	לה קרוס (ויסקונסין)	LaCrosse	8629	4
48095	לה קרוס (ויסקונסין)	La Crosse	8629	4
48096	לה קרוס (ויסקונסין)	LaKross	8629	4
48097	לה קרוס (ויסקונסין)	La-Kross	8629	4
48098	לה קרוס (ויסקונסין)	לה קרוס	8629	4
48099	לה קרמלין-ביסטר (צרפת)	Kremlin-Bicêtre	15188	4
48100	לה קרמלין-ביסטר (צרפת)	Le Kremlin-Bicêtre	15188	4
48101	לה קרמלין-ביסטר (צרפת)	לה קרמלין-ביסטר	15188	4
48102	לה רבואר (צרפת)	La Ravoire	18883	4
48103	לה רבואר (צרפת)	לה רבואר	18883	4
48104	להרבך (קירטורף, גרמניה)	Lehrbach	27115	4
48105	להרבך (קירטורף, גרמניה)	להרבך	27115	4
48106	להרברג (גרמניה)	Lehrberg	27077	4
48107	להרברג (גרמניה)	להרברג	27077	4
48108	לה רושל (צרפת)	La Rochelle	9242	4
48109	לה רושל (צרפת)	Rupella	9242	4
48110	לה רושל (צרפת)	לה רושל	9242	4
48111	לה רושל (צרפת)	לרוקילא	9242	4
48112	לה רוש סור יון (צרפת)	La Roche/Yon	14608	4
48113	לה רוש סור יון (צרפת)	La Roche-sur-Yon	14608	4
48114	לה רוש סור יון (צרפת)	Roche-sur-Yon	14608	4
48115	לה רוש סור יון (צרפת)	לה רוש סור יון	14608	4
48116	לה ריאול (צרפת)	La Réole	11715	4
48117	לה ריאול (צרפת)	Réole	11715	4
48118	לה ריאול (צרפת)	לה ריאול	11715	4
48119	לה ריוחה (ארגנטינה : פרובינציה)	La Rioja	7325	4
48120	לה ריוחה (ארגנטינה : פרובינציה)	לה ריוחה	7325	4
48121	לה ריוחה (ספרד)	Comunidad Autónoma de La Rioja	8710	4
48122	לה ריוחה (ספרד)	La Rioja	8710	4
48123	לה ריוחה (ספרד)	Rioja	8710	4
48124	לה ריוחה (ספרד)	לה ריוחה	8710	4
48125	לה רלק קרהו (צרפת)	Ar Releg-Kerhuon	10282	4
48126	לה רלק קרהו (צרפת)	Le Relecq	10282	4
48127	לה רלק קרהו (צרפת)	Le Relecq-Kerhuon	10282	4
48128	לה רלק קרהו (צרפת)	Relecq	10282	4
48129	לה רלק קרהו (צרפת)	Relecq-Kerhuon	10282	4
48130	לה רלק קרהו (צרפת)	Releg-Kerhuon	10282	4
48131	לה רלק קרהו (צרפת)	לה רלק קרהו	10282	4
48132	לה שאטארד (צרפת)	Châtelard	12507	4
48133	לה שאטארד (צרפת)	Châtelard-en-Bauges	12507	4
48134	לה שאטארד (צרפת)	Le Châtelard	12507	4
48135	לה שאטארד (צרפת)	לה שאטארד	12507	4
48136	לה-שו-דה-פון (שווייץ)	Chaux de Fonda	6774	4
48137	לה-שו-דה-פון (שווייץ)	Chaux-de-Fonds	6774	4
48138	לה-שו-דה-פון (שווייץ)	La Chaux de Fonda	6774	4
48139	לה-שו-דה-פון (שווייץ)	La Chaux-de-Fonds	6774	4
48140	לה-שו-דה-פון (שווייץ)	לה-שו-דה-פון	6774	4
48141	לה שמבון-סור-ליניון (צרפת)	Le Chambon-de-Tence	7334	4
48142	לה שמבון-סור-ליניון (צרפת)	Le Chambon-sur-Lignon	7334	4
48143	לה שמבון-סור-ליניון (צרפת)	לה שמבון-סור-ליניון	7334	4
48144	לה שסני (צרפת)	Le Chesne	9181	4
48145	לה שסני (צרפת)	לה שסני	9181	4
48146	לו (קוויבק : קנטון)	Low	8514	4
48147	לו (קוויבק : קנטון)	לו	8514	4
48148	לואדיה (יוון)	Lebadea	18634	4
48149	לואדיה (יוון)	Levadeia	18634	4
48150	לואדיה (יוון)	Levadhia	18634	4
48151	לואדיה (יוון)	Livadea	18634	4
48152	לואדיה (יוון)	Livadeia	18634	4
48153	לואדיה (יוון)	לואדיה	18634	4
48154	לואה (יוטה)	Loa	20771	4
48155	לואה (יוטה)	לואה	20771	4
48156	לואיוויל (בליז)	Louisville	20486	4
48157	לואיוויל (בליז)	Pueblo Nuevo	20486	4
48158	לואיוויל (בליז)	לואיוויל	20486	4
48159	לואיוויל (קנטקי)	Louisville	6313	4
48160	לואיוויל (קנטקי)	לואיוויל	6313	4
48161	לואיוויל (קנטקי)	לואיסויל	6313	4
48162	לואיזיאנה	Louisiane	7330	4
48163	לואיזיאנה	לואיזיאנה	7330	4
48164	לואיזנשטט (ברלין, גרמניה)	Cöllnische Vorstadt	3433	4
48165	לואיזנשטט (ברלין, גרמניה)	Köllnische Vorstadt	3433	4
48166	לואיזנשטט (ברלין, גרמניה)	Köpenicker Feld	3433	4
48167	לואיזנשטט (ברלין, גרמניה)	Luisenstadt	3433	4
48168	לואיזנשטט (ברלין, גרמניה)	לואיזנשטט	3433	4
48169	לואיסבורג (נובה סקוטיה)	Louisbourg	12184	4
48170	לואיסבורג (נובה סקוטיה)	Louisburg	12184	4
48171	לואיסבורג (נובה סקוטיה)	לואיסבורג	12184	4
48172	לואיסטון (איידהו)	Lewiston	11145	4
48173	לואיסטון (איידהו)	לואיסטון	11145	4
48174	לואל (מסצ'וסטס)	Lowell	6317	4
48175	לואל (מסצ'וסטס)	לואל	6317	4
48176	לואל (מסצ'וסטס)	לוול	6317	4
48177	לואן (צרפת)	Louhans	15767	4
48178	לואן (צרפת)	לואן	15767	4
48179	לואן (צרפת)	לואנץ	15767	4
48180	לואנג פרבאנג (לאוס)	Louangphrabang	12647	4
48181	לואנג פרבאנג (לאוס)	Louang Prabang	12647	4
48182	לואנג פרבאנג (לאוס)	Lūang Phabāng	12647	4
48183	לואנג פרבאנג (לאוס)	Luang Phrabang	12647	4
48184	לואנג פרבאנג (לאוס)	Luan Praban	12647	4
48185	לואנג פרבאנג (לאוס)	לואנג פרבאנג	12647	4
48186	לואנדה (אנגולה : פרובינציה)	Distrito de Luanda	20194	4
48187	לואנדה (אנגולה : פרובינציה)	Luanda	20194	4
48188	לואנדה (אנגולה : פרובינציה)	Província de Luanda	20194	4
48189	לואנדה (אנגולה : פרובינציה)	לואנדה	20194	4
48190	לואנדה (אנגולה)	Loanda	7077	4
48191	לואנדה (אנגולה)	Luanda	7077	4
48192	לואנדה (אנגולה)	S. Paulo da Asunção de Luanda	7077	4
48193	לואנדה (אנגולה)	São Paolo de Loanda	7077	4
48194	לואנדה (אנגולה)	São Paulo de Asumpção de Luanda	7077	4
48195	לואנדה (אנגולה)	São Paulo de Loanda	7077	4
48196	לואנדה (אנגולה)	São Paulo de Luanda	7077	4
48197	לואנדה (אנגולה)	לואנדה	7077	4
48198	לואנה (אנגולה)	Luena	19335	4
48199	לואנה (אנגולה)	לואנה	19335	4
48200	לואן שי (סין)	Liu'an Shi	18328	4
48201	לואן שי (סין)	Liu-an shih	18328	4
48202	לואן שי (סין)	Lu'an Shi	18328	4
48203	לואן שי (סין)	לואן שי	18328	4
48204	לואנשיה (זמביה)	Luanshya	15958	4
48205	לואנשיה (זמביה)	Luanshyo	15958	4
48206	לואנשיה (זמביה)	לואנשיה	15958	4
48207	לואר (צרפת : מחוז)	Loire	9013	4
48208	לואר (צרפת : מחוז)	לואר	9013	4
48209	לואר-אטלנטי (צרפת)	Loire-Atlantique	10529	4
48210	לואר-אטלנטי (צרפת)	לואר-אטלנטי	10529	4
48211	לואר איסט סייד (ניו יורק, ניו יורק)	Lower East Side	19633	4
48213	לואר איסט סייד (ניו יורק, ניו יורק)	לואר איסט סייד	19633	4
48214	לוארה (צרפת)	Loiret	11706	4
48215	לוארה (צרפת)	לוארה	11706	4
48217	לואר וסט סייד (באפלו, ניו יורק)	Lower West Side	19546	4
48218	לואר וסט סייד (באפלו, ניו יורק)	לואר וסט סייד	19546	4
48219	לואר ושר (צרפת)	Loir-et-Cher	7395	4
48220	לואר ושר (צרפת)	לואר ושר	7395	4
48221	לואר נמוך (צרפת)	Loire-Inférieure	15222	4
48222	לואר נמוך (צרפת)	לואר נמוך	15222	4
48223	לואר עילי (צרפת)	Haute-Loire	11325	4
48224	לואר עילי (צרפת)	לואר עילי	11325	4
48225	לוב	G.S.P.L.A.J.	7947	4
48226	לוב	Grande Jamahiriya arabe populaire socialiste libyenne	7947	4
48227	לוב	Gran Jamahiriya araba libica socialista popolare	7947	4
48228	לוב	Great Socialist People's Libyan Arab Jamahiriya	7947	4
48229	לוב	Great Socialist People's Libyan Arab Republic	7947	4
48230	לוב	GSPLAJ	7947	4
48231	לוב	Jamahiriya al-Arabiya al-Libiya al-Shabiya al-Ishtirakiya al-Uzma	7947	4
48232	לוב	Jamahiriya arabe libyenne	7947	4
48233	לוב	Jamahiriya arabe libyenne populaire socialiste	7947	4
48234	לוב	Jamahiriya Arab Libyan Popular Socialist	7947	4
48235	לוב	Jamahiriyah al-Arabiyah al-Libiyah al-Shabiyah al-Ishtirakiyah	7947	4
48236	לוב	Jamahiriyah al-Uzma	7947	4
48237	לוב	Libia	7947	4
48238	לוב	Libie	7947	4
48239	לוב	Libya	7947	4
48240	לוב	Libyan Arab Jamahiriya	7947	4
48241	לוב	Libye	7947	4
48242	לוב	Libyen	7947	4
48243	לוב	Liviia	7947	4
48244	לוב	Luv	7947	4
48245	לוב	Mamlakah al-Libiyah al-Muttahidah	7947	4
48246	לוב	Popular Socialist Libyan Arab Jamahiriya	7947	4
48247	לוב	Socialist People's Arab Jamahiriya	7947	4
48248	לוב	Socialist People's Libyan Arab Jamahiriya	7947	4
